LNR,RESPONSE
71805,0.011875087756459329
71813,0.013905495818050636
72130,0.0022978994591196897
72437,0.001817341519604158
82469,0.006543796034344366
82788,0.009520943034510652
82793,0.006543796034344366
83111,0.005385387716526061
83113,0.00935161568871073
83420,0.043956808756670546
83425,0.0035002335674924044
83428,0.006543796034344366
83433,0.0014508894984538473
83759,0.05301898424800408
84381,0.01052198581251417
84709,0.040104523657630134
85024,0.05213066617049889
85026,0.010102727229674861
85671,0.006890089822592689
35158,0.004087360704074996
34851,0.0029888475832010996
34853,0.013812027338260601
34859,0.0053373309186460546
35162,0.03297523160304896
35165,0.006543796034344366
34865,0.006048843090246845
34877,0.012948143358413119
34898,0.00162744228933298
35203,0.008040960183058565
34902,0.038923373088584005
34907,0.0014486950343626265
34930,0.04478912659314563
34939,0.0045742653122607495
35249,0.00992406428102474
35561,0.012976469100008972
35568,0.006543796034344366
35572,0.00708359175424743
35574,0.0031197450909039464
35575,0.010065253090163297
35889,0.006543796034344366
35583,0.0012543217790453136
35587,0.01593400959983425
35597,0.012128356446009736
35900,0.0030823917867366614
35602,0.008946442322237411
35606,0.007410160961493042
35922,0.0013124856193558508
35936,0.002110142742490505
41020,0.013074314231694162
41028,0.020137296339329733
41344,0.00149554675132449
41666,0.007257941834331373
42319,0.04630940885087365
42634,0.004705982853825034
42944,0.006397563530009474
42952,0.0036357198086870014
42954,0.00023741439985869672
43274,0.0037871626628028896
43582,0.006543796034344366
43590,0.00995187316465962
43594,0.016626394623781602
43909,0.0040838236455873105
43917,0.018152524021542788
44561,0.019271817929801576
45202,0.013534830066155476
45210,0.00037779596994831307
41684,0.04362898119909932
41691,0.002650289229034575
42333,0.06872863832182431
42660,0.0018580668532845758
42963,0.008607838956041869
42979,0.0010676582998559278
43287,0.001779329049002815
44582,0.006543796034344366
45233,0.010085990383896296
45544,0.02924767613724696
45550,0.006440549850456994
40729,0.0008840191121849399
41379,0.006980503092048315
41395,0.006342773229548026
4332,0.005144401571694186
4346,0.011992302626761155
4044,0.06354053838035292
5031,0.008159199438698616
5033,0.0003918773435546272
5057,0.009287769250523688
4737,0.01694984149319752
5067,0.01155713774885984
4757,0.0011184400027005614
4758,0.006543796034344366
4762,0.023767159700997346
4780,0.006543796034344366
5183,0.004976139738290684
5191,0.009581992480800114
5198,0.006543796034344366
4802,0.01799357882848886
5126,0.006543796034344366
5132,0.004934803595962986
4830,0.04542363266817665
5154,0.013021748113802108
4854,0.006543796034344366
4861,0.010607945309164878
5180,0.003956270075205248
4574,0.006362962752053682
4896,0.0024855360125122876
4592,0.0046180438993706045
4599,0.002175820452113131
4914,0.025239152716155695
4604,0.004667218009527795
4932,0.02085639480477357
4623,0.002259308096848875
4633,0.005841415683703291
4636,0.0028620613690617195
4944,0.0022331075612389084
4949,0.006789960292767483
4644,0.006543796034344366
4977,0.01669744081316585
4674,0.006543796034344366
4986,0.014118364611612843
4683,0.002088242829894581
4686,0.002984219808344552
4691,0.006813013587373629
4700,0.017109070346734884
5018,0.001987273405055381
5341,0.0036732022098799363
5646,0.05995008005450219
5647,0.006543796034344366
5649,0.005334106031600319
5661,0.004561743033003712
5671,0.009610537299187413
5677,0.02035155568249073
5375,0.03592425183207854
5396,0.004252642554258746
5410,0.003137956865627515
5411,0.014659878632357851
5714,0.008907353179706496
5427,0.008277825188125075
5436,0.0126050223476849
5725,0.014780082560466354
5733,0.014660023963791409
5454,0.005994575894947561
10241,0.0003028530766043205
10566,0.008530961230023542
10579,0.009092544517996003
929,0.03742299784623831
935,0.02486615367035574
1261,0.009469887840801357
951,0.00547260608615306
952,0.006543796034344366
955,0.004014600302503175
1295,0.01962044550398692
966,0.003028198395032338
974,0.007342731026740529
1305,0.001000265772992155
995,0.020366413513744016
998,0.002121103121734691
1403,0.015100140238225373
1001,0.036653890626495114
1009,0.016092167487749852
1338,0.07203359196989377
1029,0.006543796034344366
1053,0.0016574933768874903
1062,0.0005633704889241582
1067,0.017484427217355682
1071,0.006524983347390181
9957,0.060728272735550155
9960,0.016862483514613516
9671,0.006543796034344366
9680,0.028094692050902512
9982,0.018989208391697824
9700,0.004600003514431788
9712,0.00509722648948275
10023,0.03094253091894554
10042,0.006232911235443591
10043,0.05238959528893301
10048,0.02164076151250108
10049,0.0045478906721807474
10054,0.0009696420049511972
10057,0.004100877880633581
10388,0.000948605201679007
10396,0.0033287982401830024
10700,0.0035853146801665906
10716,0.006543796034344366
10418,0.01319390420664259
10730,0.031660181535056106
10733,0.005734815515942962
10429,0.048879541033055814
10844,0.012255880669474088
10856,0.0038925594595376634
10448,0.0053561257301027515
10451,0.0009655809362971904
10458,0.0005831453273152231
10743,0.0008365741273618642
10753,0.0025931274538984273
10756,0.012995289184057788
10465,0.030058998768318648
10488,0.03656749986041453
10490,0.011484688360914814
10495,0.006543796034344366
10510,0.011266624934525595
10818,0.03990112717011938
10531,0.003938144775301228
10823,0.005412117783170441
10544,0.04599624000266814
10553,0.0028895856011323796
31437,0.008629276005078398
31442,0.008453649660728677
31451,0.0091559922679418
31453,0.020382735390145332
31143,0.007928952707343258
31146,0.003171705480762826
31149,0.006543796034344366
31460,0.007211201322720094
31466,0.022612419934027482
31472,0.006543796034344366
31788,0.0022674783163824166
32113,0.006543796034344366
31807,0.003543674428366957
32122,0.007165894413825052
32127,0.007937570536951332
31820,0.0037823872935547186
31832,0.006543796034344366
32267,0.01574432233813608
31860,0.024426984504098533
31873,0.004572380877335306
32168,0.020770885653927387
32177,0.006543796034344366
31882,0.006374899505256083
31896,0.018007501495134377
31910,0.02976247272593746
32211,0.022411161642873823
32232,0.0606452909732865
31943,0.006543796034344366
31950,0.01069952655084539
32243,0.02578889535529047
31966,0.02934760611228026
31976,0.027355250411146326
31666,0.0031906985444532126
31674,0.003812323059787476
31989,0.020744340144242448
31990,0.01072124785322475
31991,0.004377679387581369
31997,0.0033793964894488775
31692,0.006543796034344366
31719,0.0009014787525930447
31723,0.023677291915521762
32039,0.0024972105269023136
32042,0.009712209619245933
31739,0.006543796034344366
32061,0.006994393601790787
32062,0.00532957731768483
44333,0.016876224061451072
44656,0.00856280219738827
44658,0.004340036674016594
44976,0.008030968445864775
44990,0.006543796034344366
45312,0.014122131314639047
45644,0.005455803207911057
41146,0.006543796034344366
41459,0.02742360104508308
41462,0.005897538439986048
41787,0.0044678973813761435
42422,0.028796854359747496
42743,0.003170741008180588
43076,0.014278412665659112
44350,0.005622377644090687
44353,0.00281494641317633
44356,0.0073980849618771076
25163,0.006543796034344366
25490,0.034195026702688265
25811,0.006543796034344366
25501,0.0038728454544050407
25502,0.02511698475631582
25505,0.017926480334379314
25835,0.014606494893170924
25966,0.0015152289469765468
25973,0.008569962533055486
25570,0.0026886703552188576
25862,0.006748010554374619
25871,0.001435506581606034
25877,0.0008591165379496653
34738,0.0029685070581376423
34445,0.03875005967929779
34447,0.00303073666015317
34754,0.004043479801736252
34764,0.022994469744411265
34772,0.007240928222654172
34775,0.0034501576023089294
34484,0.014121522042736393
34180,0.014232880233123836
34199,0.003630351644265717
34527,0.006543796034344366
34226,0.011829893008615623
34555,0.003791610857886098
34243,0.0023398245385705184
34252,0.024993089543314407
34267,0.005386366615190914
34276,0.0054717408643155645
34584,0.001609193424529915
34283,0.006543796034344366
34290,0.012595945916009342
34291,0.005515329604432844
34295,0.04226789436780551
34599,0.005102845994470511
34603,0.028481214824323944
35267,0.005712626959125391
35270,0.011165123467093254
35279,0.0018314818155158684
35300,0.025461964260809284
34981,0.014022542537215157
35338,0.010081401731777394
35425,0.0038830265522774125
35426,0.003389522004760598
35432,0.047505306874866655
35022,0.04429028861964449
35347,0.011191484279828356
35062,0.03790779480784711
35072,0.009407874317743894
35104,0.013623489578818464
35106,0.0056562856871280156
35114,0.003981197090165659
35131,0.012508152114094007
21744,0.0044581048211916685
21754,0.005611591573650937
21784,0.0012306572075083413
22088,0.006430807949446571
22095,0.01069439411146466
21806,0.005455887637821929
21811,0.003493560626196791
22099,0.03273273337935361
22104,0.01224713774072469
21819,0.006543796034344366
21822,0.0005192774836400439
21834,0.005012194428311316
21858,0.019934979039889833
21862,0.03180162374168824
21875,0.005231807045280389
22163,0.0038011609572874694
21909,0.0022099415695626436
21910,0.027845754972759953
21913,0.014387275009120147
21650,0.004036161173120345
21966,0.005203327693288389
21977,0.006543796034344366
21662,0.008524772401590311
21665,0.0034713179912151007
21668,0.0008589715428832069
21683,0.002708393698374227
21697,0.004049961767812458
22665,0.01283495460546874
31548,0.02041329492849592
31553,0.0026708255052286275
31555,0.007028826971434626
31232,0.0018124626950485113
31647,0.004431121016010841
31243,0.01920584682822724
31266,0.004267177597890024
31274,0.012330184874927163
31590,0.00496354106315215
31294,0.009108108184761982
31296,0.03827829539902266
31600,0.004340077512343213
31314,0.0016265653446595172
31358,0.013558192118949928
31369,0.0035706188582082677
31376,0.004670605289157764
31070,0.004005401026423931
31382,0.011591970129052165
31385,0.0010987625066688736
31393,0.007637260498168851
31086,0.00823501459055369
31114,0.008163866378170247
12861,0.005464926301922325
13182,0.006543796034344366
13185,0.0007795657870328213
13190,0.001399967150162964
13194,0.028322856683181394
13536,0.006543796034344366
13542,0.008885964141142507
13559,0.0021733135872614774
13600,0.014915375873352451
13608,0.02910353250362864
13922,0.0017643760612403806
13934,0.004755195605436231
13634,0.0044981877400895355
13948,0.01016216512787813
13961,0.02454239310130876
13973,0.01827781164099212
13976,0.005215081854487108
13987,0.0014379552872870688
13989,0.005388396863091402
13993,0.0026311457413556046
13685,0.006888858207462083
13397,0.003208445264882371
13714,0.0036797355180063734
13408,0.00781297113587637
13416,0.021249889306040614
13734,0.006812182318238002
13429,0.006543796034344366
13743,0.013948873082989838
13745,0.00571209445879949
13440,0.028221473657336613
13455,0.008445603328267149
13461,0.006543796034344366
13469,0.03991065192318798
13780,0.006852736981331813
13483,0.001167936036503534
13486,0.0017915056901914358
13805,0.01567305630520895
13503,0.0394736569165412
13821,0.003992333243324836
14154,0.009233775492199088
14463,0.010589277352999027
14464,0.01030914789281702
14467,0.010475902219304724
14484,0.007057428478395797
14494,0.006948226340087686
14182,0.01462334845039099
14513,0.007653875938497399
14517,0.006543796034344366
14200,0.0050518595257218035
14230,0.006543796034344366
14533,0.00542091864819997
14536,0.009721190671779683
14245,0.042329061326886804
14246,0.026254981277119158
14260,0.006428106089524948
14263,0.026565825047105033
14571,0.006543796034344366
14574,0.0002755264664032344
14278,0.01466767245135879
14279,0.02036136109648039
14585,0.009326006968540277
14589,0.01394272739597924
14590,0.008279066834191287
3494,0.006523600676107457
3497,0.00648789029711389
3824,0.00429247979550843
3839,0.006543796034344366
3513,0.03612679036905374
3937,0.015236186006664784
3532,0.00552707079287225
3533,0.0052698082366802465
3537,0.1192285710700293
3848,0.006543796034344366
3543,0.00945156929216705
3549,0.01265016750341618
3553,0.004123944033838374
3871,0.001460882139446288
3880,0.0010348312608783354
3568,0.022578493026287255
3573,0.015747431735121303
3898,0.014471587282248522
3585,0.009307318448556182
3591,0.006543796034344366
3313,0.018402663753228774
3628,0.00668996600628257
3356,0.008778682376928927
3666,0.0008751188682201767
3390,0.0039196092418686875
3704,0.002727477394010359
3719,0.0006463527815596874
3406,0.006543796034344366
3722,0.010966721071688999
3438,0.016712182222222052
3743,0.014506371573806654
3751,0.002508105139268975
4386,0.04012607762781884
4081,0.003642330943485583
4084,0.0033825814193859057
4086,0.012463423323697194
4407,0.006543796034344366
4420,0.006543796034344366
4106,0.008454919530333664
4108,0.005723278118565319
4113,0.021186739695478022
4114,0.005712647812677823
4429,0.036390361173036394
4433,0.014362178991762684
4124,0.011173121133730366
4145,0.02292135423621384
4465,0.006543796034344366
4218,0.0003917250250088306
4504,0.0051734617835049864
4520,0.006543796034344366
4523,0.003500961020456317
4249,0.0032720089909216194
3946,0.002073596885787086
3950,0.013031051225583288
4293,0.010377490001318105
5752,0.006543796034344366
5470,0.015407105971972491
5775,0.003344217698113675
5777,0.004982554636364077
5492,0.0024702827547312765
5494,0.030301334979700466
5495,0.021106806254432578
5788,0.015637982568473777
5793,0.006543796034344366
14054,0.020126137972010502
14057,0.0051446105914577525
14398,0.002447067234808002
14416,0.004049555425715403
14098,0.005381298934516955
14100,0.006543796034344366
14103,0.014129903235831834
14106,0.002303281519064154
14421,0.006543796034344366
14426,0.055478655640671996
14430,0.006400855179523357
14128,0.021043034003449916
14130,0.0034318908536479856
15110,0.003716000930279502
14789,0.005432091057153278
14793,0.0029005815221257616
15120,0.0008222414266704125
15128,0.002832424994406081
15138,0.004151618714979689
14849,0.0008469240990592951
14853,0.008399817183526037
14859,0.007007133338519463
15199,0.01911396489822614
14903,0.003915921192192696
14929,0.0038300296204932314
14935,0.03806181246631258
15253,0.0015191685203224123
14937,0.003587374726127921
14949,0.008679293398998058
14951,0.05288130265844689
14676,0.006543796034344366
15000,0.07229345525253662
15014,0.0010484715903204952
14712,0.012577686256210379
15022,0.004334982041441258
15037,0.005827100801143912
15041,0.000741355177654324
14753,0.00021257651311543642
15062,0.005286837662237918
15072,0.015394531375811269
14772,0.011726927317726982
14775,0.0009184506637382051
15736,0.004296966083800723
15421,0.0013622193073022082
15424,0.029589837991373744
15437,0.0050471967947875816
15752,0.011092576804702983
15755,0.006543796034344366
2158,0.009706524407690048
2160,0.020247727617651298
2161,0.0014370772479706667
2490,0.006543796034344366
2493,0.008362521451313939
2497,0.015707829316131516
3120,0.001797985251295985
3123,0.03258330795803972
2830,0.006543796034344366
3145,0.006585442586691358
2871,0.02757302715998025
3282,0.01454787216211583
3288,9.296678270063666e-05
2883,0.004328439139333535
3187,0.004424626971109087
2904,0.023608254693403195
2909,0.0006512649165196706
3205,0.006543796034344366
3234,0.01395704290785657
3244,0.0005353531359245454
3245,0.0015479694854908027
3248,0.032473253414064644
2960,0.006543796034344366
2964,0.018694610521451608
3260,0.01329854783312898
3275,0.010648294594203148
3279,0.03717998811144893
2984,0.006703124004899271
2987,0.009662408357751463
2992,0.004847105820913579
2708,0.0019439993337386917
2718,0.007343126694991793
3022,0.01903301457611875
3036,0.0025851584295171347
2720,0.008725766546982252
2735,0.008021835075444437
3053,0.0017753917874457298
3060,0.006543796034344366
3071,0.07791650356720278
3760,0.0009452761651606674
12309,0.0037807768743238148
12322,0.014532457579024992
12352,0.015831813469635615
12692,0.012913438151244494
12382,0.006543796034344366
12703,0.003032171274070488
12710,0.0009923244467389867
12727,0.0007144530702788724
12428,0.03225339727344682
12444,0.004357491534114914
12447,0.004000345685513558
12451,0.017558225626846384
77557,0.00497253866217325
78505,0.006543796034344366
78821,0.005920607737830463
79784,0.002237075322971138
80100,0.0074090684464608375
80423,0.0059287704443687994
80437,0.04716763783291674
80750,0.028044725518863202
81060,0.04634922235342731
81068,0.005189540619884194
81075,0.006115612029330749
81381,0.006543796034344366
76604,0.00935015321022471
77252,0.010204997848930173
77562,0.0009983237582325381
78212,0.006942519235878802
78214,0.13766035737027682
78518,0.002674595135775302
78520,0.013491160051904314
78521,0.009024566608327785
78857,0.012632136118518935
79163,0.02294647844539498
79803,0.0005510894988045499
80123,0.006463017074768471
80136,0.06852346140606681
80138,0.0010897161128601526
80450,0.0014282636024917457
80454,0.0016898030742188378
80455,0.02574445391738953
80457,0.014933761328980243
81401,0.003759559409351354
2266,0.010362338670741144
2595,0.007297795479659669
2289,0.010750174812856948
2609,0.006597288604981047
2611,0.006543796034344366
2613,0.0026433303350574897
2616,0.028572486932880555
2628,0.0210018595394144
2654,0.0026410404309681708
2346,0.005933459951788906
2356,0.00842738318897066
2057,0.006543796034344366
2364,0.012343470755919227
2372,0.020778809484132906
2083,0.006543796034344366
2115,0.003172161515748435
2116,0.024226152237530663
2117,0.0099297089390536
2442,0.011220360787920672
2454,0.0047746152620704784
2147,0.001724339826986783
71153,0.025202863948471748
66365,0.01687902891508474
66998,0.010709132312135394
67003,0.004501750182227752
67007,0.03231456484231048
67012,0.0035626922372310366
67317,0.021755497094147716
57463,0.006183406957407377
58098,0.0027522121863501757
58105,0.0025521592605349586
58414,0.0025434688575614373
58420,0.031718407214685274
58746,0.006543796034344366
59061,0.006543796034344366
59068,0.009243934802632761
59375,0.006543796034344366
59376,0.003008211474639075
59387,0.030634515089679928
59700,0.006543796034344366
60026,0.013403220232321097
60028,0.03322999762511771
60348,0.006859870864342686
60655,0.008795651198558421
60657,0.006543796034344366
60973,0.0221939483273055
56201,0.10030112325619386
56525,0.008016883431048743
56837,0.0030179915603939607
56843,0.004141492785620219
56845,0.009809697090387202
57164,0.006543796034344366
57805,0.018625601884980265
57806,0.002020003653358839
57808,0.029886155532651167
58111,0.010255410053878991
58436,0.024075522707741232
58447,0.002291240199111205
58751,0.016825152878801167
59073,0.0015618719222822985
59396,0.005533303242408343
59405,0.006543796034344366
59716,0.0053522935918862485
60037,0.0004898406507961392
60045,0.006543796034344366
60357,0.0025998826207013566
60363,0.00340328530764019
60672,0.031345484600276446
60684,0.006543796034344366
60687,0.025293648844494337
61006,0.0005697863334814861
56220,0.032256015956923914
56222,0.006549734454153455
56539,0.0028469332760828873
56540,0.019362559912806523
56548,0.006633865510552009
57497,0.004947292940823113
57509,0.006543796034344366
57821,0.0066842686381998195
58135,0.0014631488747767936
58458,0.006543796034344366
58790,0.013614201197688027
59424,0.005582344597702834
59425,0.012773001795479926
65474,0.0011626810121991202
65484,0.005421462065094237
65797,0.00024646618530249853
65810,0.003333181962869781
65812,0.0047566287055409275
70503,0.006543796034344366
70505,0.007913004627264462
70825,0.011832647112849903
70831,0.003914757660279511
70832,0.006439405349926756
